Title,Location,lat,lon,Facility
Clinical Lab Scientist,"San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
Monitor Technician,"Fresno, California",36.7394421,-119.78483,Kaiser Permanente
LVN II - Baldwin Park - Urgent Care - On call - Day,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Monitor Technician,"Fresno, California",36.7394421,-119.78483,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Emergency Department Services Assistant,"San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
CT Technologist-Seattle-Full Time,"Seattle, Washington",47.6038321,-122.330062,Kaiser Permanente
Registration Representative - Call-In / On-Call,"Salem, Oregon",44.9429,-123.0351,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Monitor Technician,"Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
Respiratory Care Practitioner III,"Harbor City, California",33.7911012,-118.3012604,Kaiser Permanente
Respiratory Care Practitioner III,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Mammography Technologist I - Seattle - Part Time,"Seattle, Washington",47.6038321,-122.330062,Kaiser Permanente
Unit Secretary,"Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
Staff Nurse - Primary Care (40 hours Spokane),"Spokane, Washington",47.6571934,-117.42351,Kaiser Permanente
Appointment Clerk (Bilingual),"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"HR Strategy, Design & Benefits Project Manager II","Pasadena, California",34.1476452,-118.1444779,Kaiser Permanente
LPN - Clinic I (Meds),"Wailuku, Hawaii",20.8911,-156.5046,Kaiser Permanente
"Outpatient Pharmacy Technician, Full Time Variable","Portland, Oregon",45.5051,-122.675,Kaiser Permanente
"Outpatient Pharmacy Technician, Part Time Variable","Portland, Oregon",45.5051,-122.675,Kaiser Permanente
"LCSW, Social Work Case Manager Woodbridge, VA Caton Hill Medical Ctr SH","Woodbridge, Virginia",52.0941323,1.3199383,Kaiser Permanente
"LCSW, Social Work Case Manager McLean, VA Tyson's Corner Medical Ctr SH","McLean, Virginia",38.9342888,-77.1776327,Kaiser Permanente
"LCSW, Social Work Case Manager McLean, VA Tysons Corner Medical Ctr","McLean, Virginia",38.9342888,-77.1776327,Kaiser Permanente
"CDU RN, Part Time, Tyson's MOB (Evenings)","McLean, Virginia",38.9342888,-77.1776327,Kaiser Permanente
Radiologic Technologist IV - CT- On-Call,"Vacaville, California",38.3565773,-121.9877444,Kaiser Permanente
Certified Nursing Assistant,"San Marcos, California",33.1434,-117.1661,Kaiser Permanente
Certified Nursing Assistant,"San Marcos, California",33.1434,-117.1661,Kaiser Permanente
Certified Nursing Assistant,"San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
Certified Nursing Assistant,"San Marcos, California",33.1434,-117.1661,Kaiser Permanente
Emergency Room Assistant,"Woodland Hills, California",34.1684364,-118.6058382,Kaiser Permanente
Ophthalmic Technician I,"San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
Registered Dietitian I,"Roseville, California",38.7521235,-121.2880059,Kaiser Permanente
"Patient Care Coordinator RN, Washington Hospital Center","Washington D.C., District of Columbia",38.8950368,-77.0365427,Kaiser Permanente
"Medical Laboratory Technician - Float, day/even shift, part time","Woodbridge, Virginia",52.0941323,1.3199383,Kaiser Permanente
MRI Technologist II,"Vacaville, California",38.3565773,-121.9877444,Kaiser Permanente
Intern Pharmacist  PT 24,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Senior Surgical Technician - Eye Procedure Suite,"South San Francisco, California",37.6535403,-122.4168664,Kaiser Permanente
Food Services Supervisor,"South San Francisco, California",37.6535403,-122.4168664,Kaiser Permanente
Admitting Representative (On-Call),"Redwood City, California",37.4863239,-122.232523,Kaiser Permanente
"Assistant Nurse Manager, Step Down Unit Service Line FT Evenings 10hr","San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
Case Manager Extended Care Coord RN (Onsite - Driving Required),"San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
"Financial Planning & Analysis Analyst IV, Medical Financial Operations","Redwood City, California",37.4863239,-122.232523,Kaiser Permanente
"Financial Planning & Analysis Analyst III, Medical Financial Operations","Redwood City, California",37.4863239,-122.232523,Kaiser Permanente
Genetic Counselor Coordinator,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
Emergency Services Technician,"Silverdale, Washington",47.6594091,-122.6766317,Kaiser Permanente
Advanced Urgent Care RN - Per Diem Silverdale,"Silverdale, Washington",47.6594091,-122.6766317,Kaiser Permanente
Registered Nurse Home Infusion Therapy Capitol Hill,"Seattle, Washington",47.6038321,-122.330062,Kaiser Permanente
"Manager, Food Services","Fontana, California",34.0922947,-117.43433,Kaiser Permanente
Staff RN - Med/Surg Telemetry,"Fontana, California",34.0922947,-117.43433,Kaiser Permanente
Inpatient Pharmacy Technician (On-Call),"Santa Rosa, California",38.4404925,-122.7141049,Kaiser Permanente
Outpatient Pharmacy Technician (On-Call),"San Francisco, California",37.7790262,-122.419906,Kaiser Permanente
LVN -Outpatient- Lvl II - Riverside Med Center - Med Ctr Admin Central Staff - On Call,"Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
LVN -Outpatient- Lvl II - Riverside Med Center - Obstetrics/Gyn-Reg Clin - Full Time (Bilingual Spanish),"Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
LVN -Outpatient- Lvl II - Meridian Medical Office Build - Dermatology-Regular Clinic - On Call,"Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
LVN -Outpatient- Lvl II - Riverside Med Center - Ophthalmology-Regular Clinic - On Call (Bilingual Spanish),"Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
LVN -Outpatient- Lvl II - VICTORVILLE MOB 1 - Family Medicine-Regular Clinic - On Call,"Victorville, California",34.5361067,-117.2911565,Kaiser Permanente
LVN -Outpatient- Lvl II - MURRIETA MOB 1 - Urgent Care-Day - On Call,"Murrieta, California",33.560832,-117.2106564,Kaiser Permanente
"Radiological Technologist II, Part Time Day","Atlanta, Georgia",33.7489924,-84.3902644,Kaiser Permanente
Medical Laboratory Scientist Technician I,"Atlanta, Georgia",33.7489924,-84.3902644,Kaiser Permanente
"Supervisor, Sterile Processing  - Tacoma WA   (2pm - 11pm)","Tacoma, Washington",47.2455013,-122.438329,Kaiser Permanente
Hospital Aide I,"San Marcos, California",33.1434,-117.1661,Kaiser Permanente
Monitor Technician,"Irvine, California",33.6856969,-117.8259819,Kaiser Permanente
Diet Clerk,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Home Health Visiting RN - North Team/Redmond, Full-Time","Redmond, Washington",47.6739,-122.1215,Kaiser Permanente
Patient Care Assistant,"Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
Monitor Technician,"San Rafael, California",37.9747795,-122.5316686,Kaiser Permanente
Monitor Technician,"San Rafael, California",37.9747795,-122.5316686,Kaiser Permanente
Support Services Representative,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
Support Services Reprentative,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
Nursing Attendant,"Irvine, California",33.6856969,-117.8259819,Kaiser Permanente
Housekeeping Aide (On-Call),"Oakland, California",37.8044,-122.2712,Kaiser Permanente
Departmental Clerk G5,"Antioch, California",38.0049214,-121.805789,Kaiser Permanente
Registration Representative - Call-in/On-Call,"Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Emergency Room Assistant,"Irvine, California",33.6856969,-117.8259819,Kaiser Permanente
"Receptionist, On Call","Lutherville-Timonium, Maryland",0,0,Kaiser Permanente
Clinical Nurse Specialist RN,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Nursing Attendant,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Certified Nursing Assistant,"San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
Certified Nursing Assistant,"San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
Staff RN - Hospital,"Panorama City, California",34.2242902,-118.4453745,Kaiser Permanente
Clinical Laboratory Scientist,"Fontana, California",34.0922947,-117.43433,Kaiser Permanente
Medical Assistant (Temporary),"Antioch, California",38.0049214,-121.805789,Kaiser Permanente
LVN I-Panorama City MOB #5-Head and Neck-Regular Clinic-On Call,"Panorama City, California",34.2242902,-118.4453745,Kaiser Permanente
Emergency Rm RN,"Woodland Hills, California",34.1684364,-118.6058382,Kaiser Permanente
Clinical Laboratory Assistant,"Westminster, Colorado",51.5004439,-0.1265398,Kaiser Permanente
Payroll Supervisor,"Portland, Oregon",45.5051,-122.675,Kaiser Permanente
LVN II - Baldwin Park - Urgent Care - On call - Day,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
"Educator, Clinical","Hyattsville, Maryland",38.9529442,-76.9408647,Kaiser Permanente
Medical Social Worker III LCSW / PT 20 hours / OBGYN exp a plus,"Irvine, California",33.6856969,-117.8259819,Kaiser Permanente
LVN I (Bilingual Spanish) - Lynwood - Family Medicine - On call - Day,"Lynwood, California",33.924831,-118.2024154,Kaiser Permanente
Patient Access Representative,"Renton, Washington",47.4799078,-122.2034496,Kaiser Permanente
Medical Assistant,"Gilroy, California",37.0065078,-121.5631723,Kaiser Permanente
"Certified Nurse Assistant I - Med/Surg Float (32-Hours, Days)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Clinical Consultant VI - Medicare Portfolio Oversight,"Pasadena, California",34.1476452,-118.1444779,Kaiser Permanente
"Assistant, Medical II","Alpharetta, Georgia",34.0709576,-84.2747329,Kaiser Permanente
"Surgical Technician, CVOR, KSMC (40hrs/ day)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
"Surgical Technician, CVOR, KSMC (40hrs/ day)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
"Surgical Technician, CVOR, KSMC (40 hrs, days)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
"Certified Nurse Assistant I - Med/Surg Float (32-Hour, Nights)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
CRNA - Oakland - 32 hour,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
Genetic Counselor Coordinator,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
"Quality & Safety Improvement Consultant IV, Patient Safety (KFH/HP)","Panorama City, California",34.2242902,-118.4453745,Kaiser Permanente
Licensed Masters Mental Health Professional Crisis On-Call,"Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
Intern Pharmacist  PT16,"Fontana, California",34.0922947,-117.43433,Kaiser Permanente
"Home Health Aide - On Call, Day Shift - Santa Clara","Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
Staff RN (Hospital) - MV,"Moreno Valley, California",33.937517,-117.2305944,Kaiser Permanente
Staff RN - Med/Surg Tele Oncology,"Fontana, California",34.0922947,-117.43433,Kaiser Permanente
Staff RN - Med/Surg Tele Oncology,"Fontana, California",34.0922947,-117.43433,Kaiser Permanente
LVN I (Bilingual)-Ming MOB-Medical Center Admin Central Staff-Full Time,"Bakersfield, California",35.3738712,-119.0194639,Kaiser Permanente
"Central Service Technician II-Sterile Processing-Full Time, Night-Capitol Hill","Seattle, Washington",47.6038321,-122.330062,Kaiser Permanente
"Director, Managerial Consulting","Pleasanton, California",37.6624312,-121.8746789,Kaiser Permanente
Staff RN - Hospital,"Panorama City, California",34.2242902,-118.4453745,Kaiser Permanente
Respiratory Care Coordinator - Sleep Specialist,"Lancaster, California",34.7039,-1181481,Kaiser Permanente
"Educator, Clinical","Hyattsville, Maryland",38.9529442,-76.9408647,Kaiser Permanente
LVN I-Kern Admin Offices-Primary Care-Full Time,"Bakersfield, California",35.3738712,-119.0194639,Kaiser Permanente
Contact Center Specialist III,"Denver, Colorado",39.7392364,-104.984862,Kaiser Permanente
"Medical Laboratory Technician - Float , Day/evening shift, Full time","Rockville, Maryland",39.0817985,-77.1516844,Kaiser Permanente
Nurse Practitioner - NP - Occupational Health - North Lancaster - Tanasbourne,"Portland, Oregon",45.5051,-122.675,Kaiser Permanente
Nursing Attendant,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
LVN I-Mission Hills MOB-Obstetrics/Gyn-On Call,"Mission Hills, California",34.2646,-118.4673,Kaiser Permanente
Compliance Consultant V - Care Delivery & Quality - Pharmacy,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
Patient Access Representative - variable hours/days- MUST live in WA market,"Silverdale, Washington",47.6594091,-122.6766317,Kaiser Permanente
Polysomnographic Technologist,"Manteca, California",37.81623435,-121.2217882,Kaiser Permanente
Level III Staff RN - Zion MOB - Oncology - FT (40) - 9:00 AM - 5:30 PM,"San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
"Ambulatory Care Supervisor RN, Family Medicine (San Diego)","San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
"Manager, Clinic Department RN","Longview, Washington",46.1382,-122.9382,Kaiser Permanente
Medical Social Worker II - Grade 10,"Modesto, California",37.6390972,-120.9968782,Kaiser Permanente
Resident Physician,"Orange, California",44.1371311,4.8078783,Kaiser Permanente
Intern,"Pasadena, California",34.1476452,-118.1444779,Kaiser Permanente
"Pharmacy Technician, Aurora, 40 hrs","Aurora, Colorado",39.7294,-1048319,Kaiser Permanente
Physical Therapy Assistant - Woodlawn and Nottingham,"Baltimore, Maryland",39.2908816,-76.610759,Kaiser Permanente
Cardiac Sonographer-Seattle-Part Time,"Seattle, Washington",47.6038321,-122.330062,Kaiser Permanente
"Certified Nursing Assistant I - Med/Surg (32-Hours, Evenings)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Audiologist,"Sacramento, California",38.5810606,-121.493895,Kaiser Permanente
Psychologist-Child ASD Assessment,"Rancho Cordova, California",38.5890723,-121.302728,Kaiser Permanente
